text,speaker
do you know what they look like ?,adult
you don't ?,adult
huh .,adult
that's funny .,adult
I'll show you a picture sometime .,adult
would you like to to see a picture ?,adult
do you have a cat ?,adult
do you have a little cat ?,adult
do you know what she looks like ?,adult
oh .,adult
what does she look like ?,adult
what does she look like ?,adult
tell me what she looks like .,adult
okay .,adult
does she look like a monkey ?,adult
what's the difference ?,adult
does she swim like a fish ?,adult
does she have lots_of legs like a bug ?,adult
how many legs does she have ?,adult
huh .,adult
what does she do with a leg ?,adult
who else do you know that walks ?,adult
and .,adult
and .,adult
like what kind ?,adult
what's their real name ?,adult
now what are babies for ?,adult
what are babies ?,adult
tell me what a baby is .,adult
what does a baby do ?,adult
and .,adult
okay now let me ask you a hard question okay ?,adult
what does it mean to be rich ?,adult
okay what is a bank ?,adult
what is a job ?,adult
okay .,adult
what is a university ?,adult
what else happens at the university ?,adult
oh yeah ?,adult
what else ?,adult
did you see it ?,adult
did you like it ?,adult
what does it look like ?,adult
huh .,adult
and what else ?,adult
big huge buildings .,adult
buildings .,adult
no big buildings .,adult
no no .,adult
yeah .,adult
what is a teacher ?,adult
and what does it mean to learn ?,adult
learn ?,adult
what does it mean ?,adult
what do you do when you learn things ?,adult
how does it happen ?,adult
and you put them in your head ?,adult
oh do you wanna come up here ?,adult
you can sleep now okay ?,adult
I'm going to let you sleep .,adult
yeah .,adult
we'll hafta take you to the hospital .,adult
what am I sposta do ?,adult
your Superman shirt is in the wash .,adult
did you remember that it was up there Ross ?,adult
oh this morning ?,adult
not bad Ross .,adult
yeah ?,adult
is he ?,adult
oh good .,adult
oh you have a boo boo .,adult
how do you like the Honey Nuts Cherrios ?,adult
that's nice .,adult
is that your favorite color ?,adult
how come ?,adult
well I'm a girl mommy and I'm easy to hold .,adult
oh just a minute .,adult
everybody wants me at the same time .,adult
did I make a_lot_of trouble for you ?,adult
what trouble did I make ?,adult
I wish you wouldn't do that on my nose .,adult
that's alright .,adult
can we fix it up do you think ?,adult
see this is for my work and this is very important Ross .,adult
I know you needed some paper right ?,adult
can you tell me the reason you did it here ?,adult
what was the reason ?,adult
yeah but why did you draw where you knew I was doing work ?,adult
yeah .,adult
that's better .,adult
that's okay there .,adult
but why did you do it where you saw that I had some work ?,adult
did you make a mistake you think ?,adult
you think it was an accident really ?,adult
but you knew you were doing it didn't you ?,adult
so really it wasn't just an accident .,adult
you did something wrong .,adult
didn't you ?,adult
did you do something wrong ?,adult
what do you do when you do something wrong ?,adult
what are you sposta say ?,adult
okay now I'll give you some love .,adult
come on Ross .,adult
let's read a story .,adult
say good night to Daddy .,adult
good night .,adult
I'll see you a little bit later okay ?,adult
you have the sweetest forehead .,adult
no your forehead isn't hot .,adult
it was your idea to put on your watch so tight .,adult
are you sure you did it right ?,adult
what's the nice word ?,adult
Ross is learning some very nice ways of asking people to do things .,adult
can you think of some other nice things ?,adult
pretty please .,adult
"another nice way is ""/.",adult
please do it .,adult
I'll be very very grateful .,adult
"you can say ""/.",adult
I'll be very grateful .,adult
okay .,adult
yes you said it right .,adult
you said it correctly Ross .,adult
he likes to sleep in Mark his brother's bed right Ross ?,adult
do you think Marky's bed is nicer ?,adult
why ?,adult
I do ?,adult
I'll try not to .,adult
don't do that Ross .,adult
don't put your fingers in there you bad boy .,adult
don't you dare do it .,adult
it's not right .,adult
we'll tape it up later .,adult
I love you .,adult
do you wanna tell me a story ?,adult
no just tell me a little story .,adult
you know the one about the little boy and his daddy .,adult
when the little boy wanted candy and his daddy didn't have any money .,adult
do you know about the little boy and the balloon and the sandman ?,adult
you tell me and I'll tell you the rest .,adult
can't remember ?,adult
try to remember some .,adult
try just a part .,adult
I'd like to know .,adult
I know but I'd like to know some of your ideas .,adult
oh really ?,adult
.,adult
this is .,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
mom and dad .,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
you're bad boy .,adult
.,adult
.,adult
.,adult
.,adult
All of this occurs while Ross and Mark are on the floor here with lots_of toys and pushing around little boxes full of toys .,adult
and there are a_lot_of little postcards all around the floor .,adult
Ross and Mark .,adult
"our teacher said that Ritchie Shivani said to Ross ""/.",adult
there's only one Bat Man and I'm it .,adult
so you can't be Bat Man .,adult
"and Ross looked at him and went and sat down in the class room , sat down and thought and thought .",adult
and finally came back to Richie and said ...,adult
there's the comic strip Bat Man right ?,adult
and Ritchie said yeah .,adult
and then there's the movie the real Bat Man right ?,adult
Ritchie said yeah .,adult
"and Ross said ""/.",adult
well that's two .,adult
which one are you gonna be ?,adult
let's see another thing .,adult
Ross told me this morning that ...,adult
it wouldn't be as much fun to have a girl .,adult
"let's see I said ""/.",adult
what if I had a girl .,adult
or something .,adult
"and he said ""/.",adult
well it wouldn't be as much fun .,adult
"and I said ""/.",adult
why ?,adult
"he said ""/.",adult
because when you have a sister you can't sleep with her when you get get older .,adult
"and I said ""/.",adult
where did you hear that ?,adult
and he said daddy .,adult
daddy told me that's what happened to him when he was little .,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
.,adult
no you don't have one because I looked all over and you didn't have one .,adult
.,adult
yes it does .,adult
she taped them all .,adult
oh I'll come and help you .,adult
.,adult
.,adult
no it's either my book or Marky's .,adult
yes .,adult
either .,adult
either .,adult
is that a funny sounding word ?,adult
how about either ?,adult
you hafta read either my book ...,adult
either .,adult
you like that one better ?,adult
okay .,adult
no .,adult
if you don't read either mine or Marky's then we won't go to sleep .,adult
what for ?,adult
you remember Marky ?,adult
Ross you've never been to my office .,adult
you don't remember what's there .,adult
what ?,adult
what would you do ?,adult
what do you mean ?,adult
.,adult
I would take a bath if I were you .,adult
I don't know Ross .,adult
I don't know how hard it is .,adult
there's somebody in there .,adult
there's somebody in there .,adult
who ?,adult
oh great .,adult
you can do that tomorrow .,adult
will you remember ?,adult
I'm going to be gone for two nights .,adult
I'm going to be gone tomorrow and and then the next day .,adult
no two .,adult
.,adult
.,adult
now what do you mean whoever bad comes to me ?,adult
what for ?,adult
kiss the Monchichi .,adult
thank_you .,adult
and no one bad will hurt me right ?,adult
that's enough .,adult
that's enough good toys .,adult
okay now .,adult
that's good enough .,adult
let's go .,adult
okay off to preschool little one .,adult
no one will be bad to me .,adult
I'll think about you all the time I'm gone okay ?,adult
that's how I'm gonna hold you when I come back okay ?,adult
that's how I'll hold you when I come back .,adult
that's how a daddy holds his little boy .,adult
okay .,adult
now goodbye .,adult
he and his mother lived in a house .,adult
he and his mother lived in a house .,adult
she was mad wasn't she ?,adult
what happened ?,adult
wait what happened ?,adult
tell me what happened first .,adult
wow .,adult
just Jack .,adult
not his mommy no .,adult
better hide .,adult
what about the golden hen ?,adult
the hen that lays the golden egg ?,adult
this time he just got the hen .,adult
so he goes back up .,adult
he was running after him .,adult
they lived happily .,adult
very good .,adult
do you think that you would like me to read it to you sometime too ?,adult
you do a very good job .,adult
how did you learn that story so well ?,adult
preschool ?,adult
do they do it every day ?,adult
good Ross .,adult
do you like your preschool ?,adult
do you wanna stay there ?,adult
and you know why Mommy couldn't see it ?,adult
no .,adult
because it was backwards .,adult
it was backwards and she couldn't see the name .,adult
and so what did you do now ?,adult
right so she can see the name .,adult
now Mommy won't have any more trouble .,adult
do you wanna go out and see Eric ?,adult
yeah .,adult
no we'd stay here .,adult
then that would be okay ?,adult
why ?,adult
why ?,adult
oh it would be scary without your daddy and mom ?,adult
of course .,adult
you're not going .,adult
you don't hafta .,adult
I'm just thinking about it .,adult
you you don't hafta go .,adult
you hafta not to yell so much .,adult
sorry Mom .,adult
you're waking everybody up if you yell like that .,adult
you made a mistake didn't you ?,adult
it was an accident .,adult
did you mean to do it ?,adult
Ross what does it mean to say something that you mean to do something ?,adult
what does that mean ?,adult
if you do something bad do you ever do something bad and really mean it ?,adult
you yelled ?,adult
let me ask you another question .,adult
what does it mean when you know something ?,adult
what does it mean when you know something ?,adult
that's a hard question .,adult
are there any things you know ?,adult
do you know the the answer to things ?,adult
herbie .,adult
yeah go ahead .,adult
tell me about that .,adult
let me ask you another one .,adult
